1;1
11;12
21;28
31;44
41;67
51;83
61;101
71;125
81;143
91;176
101;202
111;228
121;234
131;279
141;292
151;314
161;339
171;355
181;400
191;405
201;445
211;475
221;507
231;535
241;559
251;580
261;610
271;632
281;692
291;713
301;737
311;774
321;782
331;824
341;832
351;890
361;928
371;939
381;982
391;982
401;1042
411;1058
421;1081
431;1122
441;1147
451;1196
461;1216
471;1259
481;1276
491;1327
501;1315
511;1376
521;1400
531;1455
541;1506
551;1504
561;1548
571;1561
581;1577
591;1639
601;1684
611;1700
621;1775
631;1799
641;1796
651;1846
661;1889
671;1905
681;1971
691;1970
701;2007
711;2024
721;2113
731;2094
741;2167
751;2197
761;2248
771;2284
781;2285
791;2368
801;2398
811;2401
821;2463
831;2509
841;2548
851;2529
861;2605
871;2633
881;2649
891;2709
901;2756
911;2780
921;2815
931;2873
941;2893
951;2924
961;2997
971;2990
981;2970
991;3079
1001;3085
1011;3157
1021;3142
1031;3256
1041;3260
1051;3304
1061;3295
1071;3354
1081;3385
1091;3421
1101;3461
1111;3459
1121;3558
1131;3615
1141;3561
1151;3683
1161;3645
1171;3741
1181;3765
1191;3864
1201;3904
1211;3864
1221;3939
1231;4011
1241;4002
1251;4111
1261;4074
1271;4151
1281;4132
1291;4231
1301;4216
1311;4320
1321;4373
1331;4352
1341;4428
1351;4439
1361;4436
1371;4504
1381;4560
1391;4559
1401;4648
1411;4712
1421;4753
1431;4675
1441;4810
1451;4824
1461;4860
1471;4864
1481;4911
1491;4999
1501;5065
1511;5088
1521;5153
1531;5177
1541;5253
1551;5260
1561;5255
1571;5302
1581;5361
1591;5349
1601;5368
1611;5467
1621;5455
1631;5594
1641;5518
1651;5586
1661;5639
1671;5692
1681;5740
1691;5808
1701;5833
1711;5793
1721;5969
1731;5919
1741;5904
1751;6065
1761;6083
1771;6050
1781;6236
1791;6226
1801;6234
1811;6262
1821;6377
1831;6348
1841;6349
1851;6414
1861;6411
1871;6513
1881;6555
1891;6517
1901;6672
1911;6723
1921;6820
1931;6707
1941;6875
1951;6815
1961;6887
1971;6934
1981;6988
1991;7115
2001;7073
2011;7099
2021;7176
2031;7190
2041;7157
2051;7298
2061;7310
2071;7368
2081;7371
2091;7411
2101;7478
2111;7551
2121;7636
2131;7628
2141;7610
2151;7585
2161;7802
2171;7775
2181;7886
2191;7954
2201;7849
2211;7798
2221;7912
2231;8030
2241;8036
2251;8051
2261;8149
2271;8241
2281;8311
2291;8305
2301;8412
2311;8388
2321;8367
2331;8517
2341;8443
2351;8531
2361;8654
2371;8421
2381;8676
2391;8742
2401;8694
2411;8730
2421;8877
2431;8936
2441;8949
2451;9052
2461;9047
2471;9021
2481;9085
2491;9056
2501;8959
2511;9224
2521;9177
2531;9332
2541;9362
2551;9450
2561;9398
2571;9504
2581;9638
2591;9653
2601;9688
2611;9784
2621;9694
2631;9841
2641;9864
2651;9746
2661;9889
2671;9806
2681;10011
2691;10066
2701;10090
2711;9949
2721;10156
2731;10207
2741;10286
2751;10133
2761;10335
2771;10331
2781;10474
2791;10474
2801;10601
2811;10548
2821;10537
2831;10582
2841;10677
2851;10718
2861;10818
2871;10885
2881;10747
2891;10882
2901;10828
2911;11063
2921;10975
2931;11066
2941;10820
2951;11089
2961;11327
2971;11256
2981;11347
2991;11227
3001;11370
3011;11373
3021;11486
3031;11482
3041;11510
3051;11555
3061;11622
3071;11827
3081;11906
3091;11589
3101;11735
3111;11861
3121;11942
3131;11924
3141;11896
3151;11977
3161;12106
3171;12166
3181;12144
3191;12092
3201;12241
3211;12452
3221;12250
3231;12478
3241;12572
3251;12658
3261;12588
3271;12616
3281;12571
3291;12645
3301;12705
3311;12804
3321;12887
3331;12919
3341;12757
3351;12972
3361;12591
3371;12927
3381;12955
3391;13210
3401;13008
3411;13242
3421;13312
3431;13293
3441;13234
3451;13294
3461;13468
3471;13529
3481;13620
3491;13676
3501;13744
3511;13820
3521;13856
3531;13451
3541;13512
3551;13770
3561;13825
3571;13837
3581;13914
3591;13939
3601;14129
3611;14173
3621;14160
3631;14235
3641;14233
3651;14445
3661;14347
3671;14419
3681;14314
3691;14487
3701;14448
3711;14698
3721;14710
3731;14796
3741;14863
3751;14781
3761;14696
3771;14916
3781;14932
3791;14918
3801;14915
3811;14912
3821;15196
3831;15215
3841;15099
3851;14985
3861;15076
3871;15297
3881;15500
3891;15570
3901;15088
3911;15446
3921;15499
3931;15637
3941;15626
3951;15828
3961;15758
3971;15806
3981;15830
3991;15841
4001;15995
4011;15865
4021;16027
4031;15878
4041;16082
4051;16210
4061;16357
4071;16147
4081;16368
4091;16472
4101;16287
4111;16531
4121;16544
4131;16470
4141;16683
4151;16452
4161;16743
4171;16876
4181;16765
4191;16851
4201;16836
4211;16965
4221;16962
4231;16979
4241;16969
4251;17225
4261;17240
4271;17338
4281;17373
4291;17426
4301;17389
4311;17537
4321;17530
4331;17723
4341;17547
4351;17517
4361;17643
4371;17637
4381;17673
4391;17883
4401;17756
4411;17920
4421;18082
4431;18033
4441;17998
4451;18273
4461;18174
4471;18068
4481;18133
4491;18106
4501;18346
4511;18393
4521;18398
4531;18456
4541;18410
4551;18485
4561;18623
4571;18670
4581;18346
4591;18772
4601;18764
4611;18866
4621;18821
4631;18970
4641;18789
4651;18995
4661;19049
4671;19068
4681;19181
4691;19145
4701;19320
4711;19210
4721;19246
4731;19358
4741;19397
4751;19531
4761;19473
4771;19387
4781;19456
4791;19739
4801;19678
4811;20008
4821;19923
4831;19983
4841;19913
4851;19980
4861;19790
4871;20123
4881;20103
4891;20164
4901;20182
4911;20180
4921;20155
4931;20643
4941;20420
4951;20535
4961;20575
4971;20423
4981;20510
4991;20519
5001;20648
5011;20575
5021;20760
5031;20908
5041;20810
5051;21063
5061;20965
5071;21013
5081;20828
5091;20924
5101;21431
5111;20953
5121;21177
5131;21319
5141;21483
5151;21243
5161;21230
5171;21472
5181;21496
5191;21644
5201;21583
5211;21689
5221;21654
5231;21715
5241;21889
5251;22093
5261;22037
5271;22076
5281;22155
5291;22032
5301;22070
5311;22245
5321;21969
5331;22278
5341;22146
5351;22458
5361;22543
5371;22266
5381;22598
5391;22464
5401;22449
5411;22656
5421;22706
5431;22651
5441;22885
5451;23000
5461;22837
5471;22973
5481;23228
5491;22934
5501;23046
5511;23087
5521;23221
5531;23287
5541;23270
5551;22973
5561;23609
5571;23442
5581;23449
5591;23594
5601;23721
5611;23649
5621;23706
5631;23840
5641;23462
5651;23412
5661;23925
5671;23931
5681;24183
5691;24146
5701;24178
5711;24228
5721;24397
5731;24285
5741;24390
5751;24391
5761;24271
5771;24226
5781;24622
5791;24383
5801;24671
5811;24645
5821;24760
5831;24876
5841;24846
5851;24788
5861;25041
5871;24876
5881;24983
5891;25170
5901;25137
5911;25182
5921;24606
5931;25457
5941;25154
5951;25371
5961;25350
5971;25452
5981;25447
5991;25144
6001;25543
6011;25476
6021;25751
6031;25608
6041;25582
6051;26072
6061;25972
6071;25888
6081;26203
6091;25699
6101;26180
6111;26066
6121;26306
6131;26277
6141;26365
6151;26160
6161;26284
6171;26491
6181;26588
6191;26703
6201;26651
6211;26555
6221;26542
6231;26751
6241;26649
6251;26797
6261;26597
6271;26988
6281;26775
6291;27203
6301;27031
6311;27062
6321;27275
6331;27316
6341;27063
6351;27512
6361;27275
6371;27358
6381;27414
6391;27209
6401;27606
6411;27730
6421;27256
6431;27604
6441;27641
6451;27659
6461;27994
6471;27818
6481;28164
6491;28014
6501;27987
6511;28047
6521;27803
6531;28383
6541;28280
6551;28318
6561;28325
6571;28560
6581;28621
6591;28656
6601;28510
6611;28862
6621;28693
6631;28893
6641;28500
6651;28872
6661;28708
6671;29017
6681;28714
6691;28736
6701;28831
6711;29127
6721;29065
6731;29074
6741;29333
6751;29228
6761;29509
6771;29404
6781;29320
6791;29507
6801;29543
6811;29733
6821;29700
6831;29994
6841;29823
6851;29638
6861;29587
6871;29861
6881;29977
6891;29482
6901;29815
6911;29938
6921;30235
6931;30224
6941;30463
6951;30360
6961;30496
6971;30207
6981;30272
6991;30697
7001;30543
7011;30904
7021;30728
7031;30538
7041;30877
7051;31004
7061;30716
7071;30671
7081;31243
7091;31003
7101;31110
7111;30680
7121;31337
7131;31103
7141;31213
7151;31405
7161;31401
7171;31320
7181;31399
7191;31667
7201;31531
7211;31732
7221;31601
7231;31761
7241;32024
7251;32184
7261;32000
7271;31690
7281;32023
7291;32068
7301;32274
7311;32200
7321;32071
7331;32317
7341;32481
7351;32057
7361;32398
7371;32394
7381;32567
7391;32417
7401;32769
7411;32553
7421;32396
7431;32505
7441;32829
7451;32479
7461;32687
7471;32843
7481;32671
7491;33124
7501;33164
7511;32951
7521;33152
7531;33522
7541;33275
7551;33372
7561;33351
7571;33610
7581;33403
7591;33639
7601;33800
7611;33787
7621;33572
7631;33288
7641;33765
7651;34063
7661;33941
7671;34193
7681;34108
7691;33808
7701;34230
7711;33936
7721;34137
7731;34477
7741;34275
7751;34365
7761;34551
7771;34853
7781;34387
7791;34226
7801;34527
7811;34171
7821;34603
7831;34888
7841;34987
7851;35079
7861;34701
7871;34946
7881;34943
7891;35118
7901;34889
7911;35232
7921;35011
7931;35453
7941;34879
7951;35397
7961;35280
7971;35230
7981;35575
7991;35836
8001;35511
8011;35423
8021;35440
8031;35882
8041;36008
8051;36032
8061;35988
8071;36052
8081;36145
8091;35998
8101;36156
8111;36232
8121;36481
8131;35920
8141;36251
8151;36811
8161;36402
8171;36456
8181;36445
8191;36649
8201;36730
8211;36738
8221;36784
8231;36962
8241;36954
8251;36796
8261;36984
8271;37228
8281;37235
8291;37208
8301;36762
8311;37245
8321;37611
8331;37147
8341;37274
8351;36996
8361;37372
8371;37352
8381;37519
8391;37194
8401;37747
8411;37553
8421;37878
8431;37887
8441;38034
8451;37850
8461;38220
8471;38088
8481;38133
8491;38084
8501;38392
8511;38251
8521;38061
8531;38565
8541;38690
8551;38558
8561;38497
8571;38902
8581;39152
8591;38715
8601;38448
8611;38709
8621;38488
8631;38894
8641;39068
8651;39087
8661;39313
8671;39242
8681;39397
8691;39163
8701;39303
8711;39121
8721;39492
8731;39087
8741;39455
8751;39827
8761;39539
8771;39446
8781;39942
8791;39117
8801;39721
8811;39786
8821;39673
8831;40115
8841;39841
8851;40321
8861;40376
8871;40228
8881;40050
8891;39871
8901;40232
8911;40404
8921;40502
8931;40632
8941;40604
8951;40488
8961;40433
8971;40835
8981;40442
8991;40583
9001;40907
9011;40352
9021;41208
9031;40402
9041;41124
9051;41110
9061;40704
9071;41223
9081;41489
9091;41321
9101;41344
9111;41711
9121;41072
9131;41327
9141;40891
9151;41463
9161;40698
9171;41795
9181;41913
9191;41706
9201;41947
9211;41735
9221;41931
9231;41686
9241;41892
9251;42417
9261;42231
9271;42379
9281;42240
9291;42433
9301;42315
9311;42566
9321;42343
9331;42579
9341;42485
9351;42861
9361;42446
9371;42607
9381;42641
9391;43071
9401;42789
9411;42898
9421;42731
9431;43422
9441;43347
9451;43374
9461;43647
9471;43333
9481;43348
9491;42960
9501;43493
9511;43602
9521;43095
9531;43666
9541;43907
9551;43637
9561;43611
9571;43718
9581;44076
9591;43912
9601;43995
9611;44102
9621;44139
9631;44014
9641;44631
9651;44212
9661;44333
9671;44467
9681;44326
9691;44269
9701;44728
9711;44129
9721;44617
9731;44910
9741;45076
9751;44449
9761;44296
9771;44481
9781;44910
9791;44482
9801;44950
9811;45093
9821;44731
9831;45002
9841;45403
9851;45172
9861;45307
9871;45080
9881;45772
9891;45979
9901;45618
9911;45530
9921;45636
9931;45851
9941;45947
9951;45929
9961;45877
9971;45740
9981;45539
9991;45360
10001;45963
