1;1
11;10
21;20
31;27
41;35
51;48
61;53
71;63
81;71
91;77
101;89
111;95
121;109
131;111
141;122
151;131
161;136
171;152
181;158
191;164
201;179
211;186
221;190
231;207
241;216
251;226
261;234
271;248
281;253
291;260
301;268
311;271
321;282
331;297
341;307
351;313
361;315
371;325
381;339
391;347
401;350
411;368
421;372
431;379
441;391
451;399
461;409
471;429
481;429
491;447
501;445
511;467
521;465
531;467
541;485
551;489
561;504
571;507
581;517
591;533
601;526
611;543
621;555
631;558
641;558
651;583
661;584
671;592
681;605
691;612
701;630
711;631
721;667
731;658
741;660
751;655
761;679
771;691
781;697
791;701
801;721
811;731
821;728
831;734
841;747
851;766
861;759
871;773
881;779
891;796
901;796
911;822
921;832
931;821
941;837
951;856
961;860
971;855
981;869
991;892
1001;888
